39.927587,116.452746,7.9
39.919324,116.431598,7.4
39.931743,116.442969,8.8
39.908919,116.439593,6.3
39.910353,116.439931,7.2
39.925479,116.441464,6.5
39.922763,116.43848,8.0
39.929486,116.445729,7.2
39.910027,116.458411,6.2
39.921448,116.434904,10.0
39.925303,116.455059,8.3
39.925413,116.453314,8.2
39.921766,116.444918,6.5
39.925869,116.435368,7.0
39.927188,116.459478,7.4
39.907355,116.461503,5.6
39.913284,116.440858,5.8
39.923723,116.443681,7.3
39.915625,116.435928,6.5
39.923191,116.449862,8.6
39.923305,116.432342,8.9
39.937325,116.435554,6.0
39.951036,116.451816,4.6
39.943333,116.447121,6.4
39.941149,116.450073,7.7
39.912974,116.436771,5.8
39.933431,116.439218,9.4
39.923954,116.449458,6.1
39.925696,116.440566,6.0
39.940444,116.443065,7.2
39.94394,116.438383,5.8
39.911846,116.44438,4.6
39.912464,116.454077,9.2
39.904468,116.439693,6.3
39.912139,116.444349,6.4
39.920804,116.453062,8.1
39.904046,116.431126,7.9
39.899788,116.438936,6.3
39.92166,116.440349,9.0
39.919832,116.439033,7.9
39.910566,116.444696,6.2
39.935094,116.460309,8.6
39.922895,116.440085,7.2
39.933343,116.441835,7.5
39.912797,116.451216,8.4
39.931436,116.439375,7.0
39.94199,116.448521,7.4
39.918604,116.462291,6.4
39.920731,116.432739,8.0
39.931599,116.446164,7.1
39.952704,116.438141,6.2
39.934516,116.46414,6.8
39.925686,116.469593,6.7
39.929148,116.456578,8.5
39.9208,116.436068,7.0
39.925515,116.441364,8.5
39.896864,116.437128,5.8
39.910913,116.429664,8.7
39.92005,116.446468,4.0
39.923281,116.441162,7.0
39.920884,116.463179,7.1
39.93146,116.43717,5.1
39.911779,116.432169,7.3
39.917797,116.428744,4.8
39.922895,116.445887,8.4
39.92938,116.440124,6.8
39.937076,116.446112,8.7
39.911091,116.445104,7.2
39.918729,116.462014,6.6
39.907854,116.451377,8.9
39.943712,116.429385,5.8
39.91306,116.462851,7.6
39.922883,116.43647,5.1
39.94486,116.44867,10.0
39.918795,116.431265,10.0
39.898284,116.441429,6.0
39.912221,116.445259,8.1
39.912282,116.461758,8.3
39.906872,116.43791,6.3
39.924803,116.45608,9.6
39.922214,116.44097,6.0
39.913101,116.434751,6.2
39.921955,116.447938,7.8
39.927734,116.419197,5.6
39.924318,116.438706,7.8
39.923276,116.443742,8.7
39.93017,116.441914,4.9
39.933374,116.444227,10.0
39.920827,116.43706,8.7
39.909524,116.432467,4.8
39.91198,116.440578,7.6
39.917968,116.448237,8.2
39.919747,116.445725,7.8
39.947659,116.434843,3.0
39.918569,116.457212,8.2
39.928954,116.445257,9.7
39.916229,116.434016,8.1
39.912944,116.445009,5.4
39.918502,116.442525,7.6
39.920014,116.432584,5.4
39.907682,116.448852,8.3
39.921386,116.452636,6.5
39.924725,116.44928,7.0
39.909963,116.430139,6.7
39.936915,116.431663,7.4
39.918965,116.42654,4.3
39.916984,116.436058,6.0
39.92225,116.445191,8.8
39.914755,116.455139,6.6
39.903485,116.429933,6.8
39.919275,116.43693,7.2
39.918982,116.451495,6.9
39.924158,116.452494,5.9
39.937128,116.462747,8.0
39.912562,116.429957,5.1
39.907676,116.445441,6.1
39.922576,116.452494,6.9
39.931072,116.453992,6.1
39.924483,116.450834,6.9
39.921429,116.428051,8.7
39.917238,116.441856,6.3
39.913457,116.435451,6.1
39.914098,116.456144,7.4
39.905909,116.440069,7.8
39.897355,116.451551,6.1
39.961378,116.311937,5.8
39.941468,116.322992,6.0
39.957293,116.316006,7.4
39.942452,116.312366,7.1
39.975049,116.309249,5.7
39.936397,116.308826,9.8
39.973416,116.307959,5.9
39.966522,116.311705,5.8
39.962893,116.286666,3.6
39.939318,116.298854,8.7
39.954906,116.313095,7.8
39.952981,116.324809,5.2
39.952335,116.297429,3.7
39.956183,116.320725,8.5
39.966377,116.306546,6.5
39.94852,116.315026,5.6
39.958061,116.31648,7.1
39.952453,116.321997,5.2
39.961973,116.310143,7.4
39.957277,116.305939,5.4
39.949984,116.305589,5.6
39.94071,116.31588,9.5
39.935809,116.316465,7.5
39.955614,116.325883,6.9
39.951018,116.306024,6.9
39.945849,116.308726,7.0
39.964882,116.297855,7.3
39.963986,116.305456,6.2
39.964967,116.300685,8.1
39.94634,116.319719,8.8
39.955912,116.311353,6.1
39.958311,116.31214,8.6
39.965278,116.294989,7.3
39.959754,116.30429,5.9
39.963685,116.309873,8.6
39.949933,116.307217,5.6
39.959682,116.304989,6.6
39.945122,116.305767,7.6
39.950595,116.311876,6.7
39.961466,116.309559,6.4
39.95846,116.308652,8.3
39.951172,116.307904,6.7
39.956933,116.338822,6.2
39.960905,116.329177,6.4
39.966476,116.303744,5.8
39.943864,116.305759,6.1
39.951612,116.308998,5.1
39.945956,116.320699,10.0
39.958171,116.306424,5.2
39.952519,116.322589,8.2
39.980917,116.311712,7.5
39.962985,116.309128,10.0
39.971103,116.306446,6.2
39.946589,116.30106,7.8
39.956176,116.314323,7.0
39.964898,116.309511,8.4
39.941277,116.313339,8.7
39.950497,116.313094,9.0
39.967259,116.337494,7.0
39.977603,116.296529,6.0
39.96395,116.305555,6.9
39.942146,116.335939,6.5
39.95564,116.310867,8.6
39.961259,116.323692,9.2
39.953823,116.297579,5.0
39.959447,116.318367,8.4
39.950311,116.313662,5.8
39.949786,116.307846,6.6
39.959617,116.298118,8.7
39.960557,116.314364,6.3
39.959211,116.299125,8.6
39.972773,116.302,7.5
39.968241,116.296219,7.3
39.967811,116.302296,6.5
39.96262,116.322324,5.6
39.941443,116.322856,5.0
39.962165,116.307127,7.6
39.955666,116.300331,10.0
39.952715,116.298168,7.2
39.971614,116.304985,5.5
39.97342,116.301686,9.2
39.956145,116.305154,8.0
39.953972,116.314789,5.2
39.981586,116.294627,6.6
39.952815,116.305707,7.1
39.94695,116.310405,6.7
39.961901,116.318863,8.9
39.962104,116.321367,8.0
39.957063,116.311249,7.3
39.959365,116.301896,6.8
39.96875,116.306163,6.5
39.963821,116.318887,5.1
39.960983,116.309367,8.1
39.953033,116.300161,7.9
39.979633,116.311148,6.9
39.955895,116.328299,8.5
39.971164,116.303688,8.4
39.979134,116.315184,7.3
39.97047,116.318812,6.3
39.966673,116.318194,9.7
39.940388,116.319789,6.2
39.946169,116.334898,6.4
39.962993,116.314035,9.5
39.943459,116.308258,10.0
39.962135,116.314071,5.2
39.944632,116.316124,4.7
39.954372,116.29693,5.3
39.927609,116.316087,9.4
39.950708,116.324718,7.5
39.94375,116.308879,9.1
39.965841,116.316167,5.7
39.964038,116.317249,4.3
39.941844,116.320968,7.3
39.941482,116.311041,5.0
39.96093,116.314183,8.9
39.955647,116.301782,6.2
39.937063,116.296065,6.1
39.964843,116.322963,5.0
39.944078,116.30237,7.4
39.944167,116.319493,6.5
39.961948,116.315442,8.9
39.955619,116.30376,7.3
39.95888,116.294101,5.3
39.974607,116.311995,5.9
39.95579,116.319057,5.1
39.966596,116.30135,6.0
39.942032,116.293839,7.7
39.956091,116.315057,7.5
39.937793,116.304068,8.4
39.965279,116.316243,4.1
39.93699,116.32637,3.9
39.959315,116.293028,5.2
39.955707,116.312099,5.7
39.909109,116.358027,7.2
39.90942,116.364388,6.7
39.918264,116.35588,6.9
39.917921,116.377495,7.8
39.914119,116.36783,4.9
39.890356,116.36413,8.1
39.902869,116.353925,8.4
39.909709,116.365019,6.9
39.90434,116.368793,7.2
39.91422,116.361562,7.7
39.912812,116.360188,7.5
39.911757,116.360386,7.4
39.929138,116.374406,7.7
39.898996,116.351269,5.8
39.911174,116.365058,6.2
39.901097,116.359397,6.0
39.912901,116.368758,7.5
39.90062,116.358825,5.1
39.900194,116.37559,7.1
39.911777,116.373616,7.8
